PostID,UserID,Content,Timestamp,Likes,Retweets,Hashtags,SentimentScore
151,1,Worst experience ever.,2025-03-17 01:00:10,19,46,"#design,#love",0.41
152,9,Needs dark mode ASAP!,2025-03-25 10:00:10,17,9,"#design,#tech",-0.08
153,2,I’m impressed with the speed.,2025-03-16 22:00:10,97,21,"#fail,#social,#AI",0.56
154,4,Needs dark mode ASAP!,2025-03-21 23:00:10,70,36,"#UX,#tech",0.5
155,8,Worst experience ever.,2025-03-16 07:00:10,11,40,"#social,#design",-0.66
156,7,Needs dark mode ASAP!,2025-03-25 16:00:10,129,12,#social,-0.25
157,2,Such a smooth interface!,2025-03-20 16:00:10,141,19,#mood,-0.2
158,7,Such a smooth interface!,2025-03-24 01:00:10,143,9,"#AI,#love,#tech",-0.34
159,4,Loving the new update!,2025-03-23 06:00:10,91,20,"#mood,#AI",-0.6
160,6,Worst experience ever.,2025-03-19 02:00:10,139,21,"#cleanUI,#fail,#love",-0.79
161,1,Can’t stop using it!,2025-03-16 04:00:10,96,1,"#design,#bug,#UX",0.86
162,3,Needs dark mode ASAP!,2025-03-23 03:00:10,83,45,"#UX,#bug",0.23
163,9,Just another day...,2025-03-18 20:00:10,107,20,#tech,-0.73
164,8,Can’t stop using it!,2025-03-22 22:00:10,109,22,"#UX,#tech",0.9
165,10,Needs dark mode ASAP!,2025-03-21 14:00:10,43,28,"#tech,#love,#cleanUI",0.55
166,4,This app keeps crashing. So annoying.,2025-03-23 03:00:10,32,2,"#bug,#tech,#mood",-0.21
167,6,Such a smooth interface!,2025-03-18 02:00:10,73,33,#UX,-0.52
168,10,Loving the new update!,2025-03-24 19:00:10,10,3,"#bug,#AI,#fail",0.78
169,3,Needs dark mode ASAP!,2025-03-21 21:00:10,71,1,"#cleanUI,#social",-0.98
170,7,Absolutely love the UX!,2025-03-20 14:00:10,95,5,"#cleanUI,#social,#design",0.4
171,8,Absolutely love the UX!,2025-03-21 19:00:10,41,46,#UX,-0.53
172,3,I’m impressed with the speed.,2025-03-22 11:00:10,77,36,#love,0.84
173,10,Great performance on mobile.,2025-03-15 19:00:10,72,45,"#AI,#social",0.17
174,1,Loving the new update!,2025-03-15 17:00:10,58,43,#cleanUI,-0.05
175,10,This app keeps crashing. So annoying.,2025-03-22 15:00:10,149,15,"#UX,#tech",0.03
176,4,Loving the new update!,2025-03-20 15:00:10,41,32,"#tech,#fail,#cleanUI",-0.68
177,4,Worst experience ever.,2025-03-17 14:00:10,60,47,"#fail,#bug,#AI",0.79
178,8,This app keeps crashing. So annoying.,2025-03-19 22:00:10,122,11,#cleanUI,-0.78
179,4,Can’t stop using it!,2025-03-18 03:00:10,139,3,"#cleanUI,#tech",0.72
180,7,This app keeps crashing. So annoying.,2025-03-22 01:00:10,73,6,"#tech,#fail",0.23
181,5,Just another day...,2025-03-17 22:00:10,57,36,#mood,0.03
182,7,Worst experience ever.,2025-03-18 05:00:10,107,42,"#love,#fail",-0.02
183,5,Worst experience ever.,2025-03-19 17:00:10,84,3,"#design,#mood,#tech",0.44
184,4,Just another day...,2025-03-20 14:00:10,62,8,#AI,0.91
185,6,This app keeps crashing. So annoying.,2025-03-20 23:00:10,64,46,#fail,-0.03
186,5,Just another day...,2025-03-16 16:00:10,11,37,"#bug,#UX,#mood",0.13
187,6,Absolutely love the UX!,2025-03-23 23:00:10,78,45,#AI,-0.21
188,9,Great performance on mobile.,2025-03-16 23:00:10,0,6,"#mood,#fail,#cleanUI",0.03
189,6,Absolutely love the UX!,2025-03-20 08:00:10,36,30,#social,0.62
190,9,Just another day...,2025-03-17 19:00:10,128,36,"#social,#mood,#UX",0.88
191,1,Can’t stop using it!,2025-03-17 13:00:10,128,27,#fail,0.33
192,6,Just another day...,2025-03-24 03:00:10,84,29,#AI,0.04
193,9,Needs dark mode ASAP!,2025-03-22 22:00:10,77,15,#bug,0.27
194,7,I’m impressed with the speed.,2025-03-20 07:00:10,13,32,#fail,-0.79
195,6,Loving the new update!,2025-03-22 08:00:10,42,34,"#tech,#mood,#fail",-0.23
196,10,Great performance on mobile.,2025-03-23 04:00:10,44,22,"#tech,#bug",0.09
197,1,Such a smooth interface!,2025-03-19 23:00:10,68,39,"#social,#love",-0.86
198,1,Loving the new update!,2025-03-20 14:00:10,128,11,"#bug,#UX,#mood",-0.98
199,6,Absolutely love the UX!,2025-03-25 11:00:10,101,9,"#social,#mood,#fail",0.53
200,8,Loving the new update!,2025-03-16 06:00:10,93,35,"#fail,#UX,#design",-0.53
